epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.873619019985199,9.999999747378752e-05,0.3075263500213623,0.9440000057220459,0.14164836704730988
1,0.9230476021766663,9.999999747378752e-05,0.19644129276275635,0.9595555663108826,0.1039772778749466
2,0.9361904859542847,9.999999747378752e-05,0.16016660630702972,0.9666666388511658,0.08472152054309845
3,0.9446666836738586,9.999999747378752e-05,0.13613814115524292,0.9635555744171143,0.09383941441774368
4,0.9535238146781921,9.999999747378752e-05,0.11818808317184448,0.9773333072662354,0.06427127122879028
5,0.9581905007362366,9.999999747378752e-05,0.11398012936115265,0.9808889031410217,0.052819449454545975
6,0.9580952525138855,9.999999747378752e-05,0.10572614520788193,0.9822221994400024,0.04688691720366478
7,0.9651428461074829,9.999999747378752e-05,0.09288542717695236,0.9848889112472534,0.044785141944885254
8,0.9664762020111084,9.999999747378752e-05,0.08667457848787308,0.9822221994400024,0.04755689203739166
9,0.9644761681556702,9.999999747378752e-05,0.0962882786989212,0.9826666712760925,0.04467964544892311
10,0.9685714244842529,9.999999747378752e-05,0.0795777440071106,0.9831110835075378,0.04404316842556
11,0.9744762182235718,9.999999747378752e-05,0.06867753714323044,0.9871110916137695,0.040178388357162476
12,0.9725714325904846,9.999999747378752e-05,0.07353319972753525,0.9893333315849304,0.03064560890197754
13,0.9729523658752441,9.999999747378752e-05,0.06948793679475784,0.988444447517395,0.03602014482021332
14,0.973714292049408,9.999999747378752e-05,0.07061528414487839,0.9902222156524658,0.031485676765441895
15,0.9768571257591248,9.999999747378752e-05,0.06694754213094711,0.9777777791023254,0.06063796579837799
16,0.9799047708511353,9.999999747378752e-06,0.05514044314622879,0.9919999837875366,0.027942847460508347
17,0.9821904897689819,9.999999747378752e-06,0.04816603660583496,0.9933333396911621,0.023990603163838387
18,0.9837142825126648,9.999999747378752e-06,0.042261965572834015,0.992888867855072,0.02371283806860447
19,0.9838095307350159,9.999999747378752e-06,0.045340802520513535,0.9933333396911621,0.023206550627946854
