epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.738095223903656,9.999999747378752e-05,0.5813407301902771,0.41600000858306885,1.9012497663497925
1,0.819428563117981,9.999999747378752e-05,0.41655853390693665,0.5328888893127441,1.2460834980010986
2,0.8370476365089417,9.999999747378752e-05,0.38629281520843506,0.746666669845581,0.5943921208381653
3,0.8545714020729065,9.999999747378752e-05,0.34878772497177124,0.46888887882232666,2.2892000675201416
4,0.8584761619567871,9.999999747378752e-05,0.3362219035625458,0.843999981880188,0.3680073916912079
5,0.8649523854255676,9.999999747378752e-05,0.32904112339019775,0.6502222418785095,1.2179005146026611
6,0.8722857236862183,9.999999747378752e-05,0.3113141357898712,0.88355553150177,0.3353162109851837
7,0.8711428642272949,9.999999747378752e-05,0.309594988822937,0.5297777652740479,4.110683441162109
8,0.87371426820755,9.999999747378752e-05,0.3061346113681793,0.3373333215713501,5.000443935394287
9,0.8790476322174072,9.999999747378752e-05,0.29836201667785645,0.5995555520057678,2.6041786670684814
10,0.8938094973564148,9.999999747378752e-06,0.25543567538261414,0.8604444265365601,0.371974915266037
11,0.8999047875404358,9.999999747378752e-06,0.24473688006401062,0.9191111326217651,0.19120493531227112
12,0.8990476131439209,9.999999747378752e-06,0.2450949102640152,0.8373333215713501,0.38406580686569214
13,0.8996190428733826,9.999999747378752e-06,0.2449938803911209,0.9266666769981384,0.20357896387577057
14,0.902571439743042,9.999999747378752e-06,0.23766770958900452,0.8759999871253967,0.31613054871559143
15,0.9069523811340332,9.999999974752427e-07,0.2282068431377411,0.9182222485542297,0.2111244648694992
16,0.9064761996269226,9.999999974752427e-07,0.22994408011436462,0.9271110892295837,0.19410769641399384
