epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8052380681037903,9.999999747378752e-05,6.707273006439209,0.3355555534362793,8.591429710388184
1,0.8686666488647461,9.999999747378752e-05,5.911805629730225,0.9066666960716248,5.465372085571289
2,0.9009523987770081,9.999999747378752e-05,5.172020435333252,0.9364444613456726,4.731265068054199
3,0.9105714559555054,9.999999747378752e-05,4.495641231536865,0.9444444179534912,4.11141300201416
4,0.9293333292007446,9.999999747378752e-05,3.8614554405212402,0.9426666498184204,3.5144054889678955
5,0.9311428666114807,9.999999747378752e-05,3.305824041366577,0.9386666417121887,3.020035982131958
6,0.9382857084274292,9.999999747378752e-05,2.8165197372436523,0.9128888845443726,2.6467654705047607
7,0.9381904602050781,9.999999747378752e-05,2.3898231983184814,0.8759999871253967,2.643488645553589
8,0.942380964756012,9.999999747378752e-05,2.045623779296875,0.9617778062820435,1.8338494300842285
9,0.9451428651809692,9.999999747378752e-05,1.7543925046920776,0.9444444179534912,1.6195303201675415
10,0.9511428475379944,9.999999747378752e-05,1.4962382316589355,0.9639999866485596,1.3487155437469482
11,0.9514285922050476,9.999999747378752e-05,1.312678337097168,0.9777777791023254,1.1545186042785645
12,0.9547619223594666,9.999999747378752e-05,1.1380047798156738,0.9599999785423279,1.0660698413848877
13,0.9613333344459534,9.999999747378752e-05,0.9945487380027771,0.9782222509384155,0.8881908655166626
14,0.9604762196540833,9.999999747378752e-05,0.8895199298858643,0.9177777767181396,0.9687104225158691
15,0.9610475897789001,9.999999747378752e-05,0.8049341440200806,0.9786666631698608,0.7113919854164124
16,0.9591428637504578,9.999999747378752e-05,0.7386597990989685,0.7013333439826965,1.97835373878479
17,0.9497143030166626,9.999999747378752e-05,0.7509509325027466,0.9275555610656738,0.7580459117889404
18,0.9615238308906555,9.999999747378752e-05,0.6591062545776367,0.9822221994400024,0.5791752934455872
19,0.9636190533638,9.999999747378752e-05,0.6130909323692322,0.9586666822433472,0.6195157766342163
20,0.9705714583396912,9.999999747378752e-05,0.5489856600761414,0.9795555472373962,0.5110756754875183
21,0.9726666808128357,9.999999747378752e-05,0.5073224902153015,0.9786666631698608,0.4766450822353363
22,0.9698095321655273,9.999999747378752e-05,0.4986981153488159,0.9804444313049316,0.4554491639137268
23,0.9574285745620728,9.999999747378752e-05,0.5129701495170593,0.9622222185134888,0.49314820766448975
24,0.9623809456825256,9.999999747378752e-05,0.498355507850647,0.9368888735771179,0.5481972098350525
25,0.9766666889190674,9.999999747378752e-05,0.4325903058052063,0.9724444150924683,0.4148128032684326
26,0.9615238308906555,9.999999747378752e-05,0.45407533645629883,0.9639999866485596,0.4247334897518158
27,0.975428581237793,9.999999747378752e-05,0.4090505838394165,0.9879999756813049,0.3561340272426605
28,0.9701904654502869,9.999999747378752e-05,0.39635390043258667,0.9746666550636292,0.37908411026000977
29,0.9695237874984741,9.999999747378752e-05,0.4130896031856537,0.9102222323417664,0.5748656392097473
30,0.9726666808128357,9.999999747378752e-05,0.39407315850257874,0.9835555553436279,0.3420017659664154
31,0.9739047884941101,9.999999747378752e-05,0.35894063115119934,0.9733333587646484,0.35228052735328674
32,0.9758095145225525,9.999999747378752e-05,0.345784068107605,0.9631111025810242,0.3640003502368927
33,0.977142870426178,9.999999747378752e-05,0.33590981364250183,0.9831110835075378,0.3005049228668213
34,0.9777143001556396,9.999999747378752e-05,0.31357449293136597,0.9822221994400024,0.3030080497264862
35,0.9774285554885864,9.999999747378752e-05,0.3112401068210602,0.9679999947547913,0.32660973072052
36,0.9799047708511353,9.999999747378752e-05,0.28946226835250854,0.8697777986526489,0.5973882675170898
37,0.9892380833625793,9.999999747378752e-06,0.2605036199092865,0.9973333477973938,0.23526421189308167
38,0.9892380833625793,9.999999747378752e-06,0.25433987379074097,0.9968888759613037,0.2272772341966629
39,0.9919999837875366,9.999999747378752e-06,0.24267935752868652,0.992888867855072,0.2306382954120636
40,0.9918095469474792,9.999999747378752e-06,0.23889127373695374,0.9986666440963745,0.21690209209918976
41,0.9938095211982727,9.999999747378752e-06,0.2277328222990036,0.9991111159324646,0.2110135555267334
42,0.9927619099617004,9.999999747378752e-06,0.2261882871389389,0.9968888759613037,0.21101924777030945
43,0.9921904802322388,9.999999747378752e-06,0.2220609188079834,0.9986666440963745,0.20244376361370087
44,0.993238091468811,9.999999747378752e-06,0.21516814827919006,0.9995555281639099,0.19823849201202393
45,0.9939047694206238,9.999999747378752e-06,0.21161715686321259,0.9991111159324646,0.193447545170784
46,0.9940952658653259,9.999999747378752e-06,0.2075694054365158,0.9937777519226074,0.2039560079574585
47,0.9945714473724365,9.999999747378752e-06,0.20444294810295105,0.9986666440963745,0.18846167623996735
48,0.9950476288795471,9.999999747378752e-06,0.2004370391368866,0.9986666440963745,0.185975581407547
49,0.9969523549079895,9.999999747378752e-06,0.193903848528862,0.9995555281639099,0.1828928291797638
