epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.515999972820282,9.999999747378752e-05,0.936086118221283,0.7333333492279053,0.5538864135742188
1,0.6801905035972595,9.999999747378752e-05,0.5990113615989685,0.7897777557373047,0.4730280935764313
2,0.7269523739814758,9.999999747378752e-05,0.5485661029815674,0.8080000281333923,0.4417530298233032
3,0.7458094954490662,9.999999747378752e-05,0.5245200395584106,0.7826666831970215,0.5029383301734924
4,0.7833333611488342,9.999999747378752e-05,0.4833897054195404,0.8302222490310669,0.41575419902801514
5,0.7921904921531677,9.999999747378752e-05,0.4709181487560272,0.8666666746139526,0.35920384526252747
6,0.8047618865966797,9.999999747378752e-05,0.45433950424194336,0.8080000281333923,0.4640207886695862
7,0.8061904907226562,9.999999747378752e-05,0.45659008622169495,0.8484444618225098,0.3749118447303772
8,0.8255237936973572,9.999999747378752e-05,0.4166082441806793,0.8782222270965576,0.3151715099811554
9,0.8294285535812378,9.999999747378752e-05,0.40713533759117126,0.8822222352027893,0.30269351601600647
10,0.8349523544311523,9.999999747378752e-05,0.3917451500892639,0.8808888792991638,0.29846206307411194
11,0.8236190676689148,9.999999747378752e-05,0.4156807065010071,0.804444432258606,0.42482754588127136
12,0.840666651725769,9.999999747378752e-05,0.38555946946144104,0.8844444155693054,0.29320845007896423
13,0.844952404499054,9.999999747378752e-05,0.38722559809684753,0.8884444236755371,0.28547045588493347
14,0.8431428670883179,9.999999747378752e-05,0.374767005443573,0.8875555396080017,0.28476086258888245
15,0.850761890411377,9.999999747378752e-05,0.36650794744491577,0.8880000114440918,0.28446251153945923
16,0.850857138633728,9.999999747378752e-05,0.3626997768878937,0.8773333430290222,0.2968905568122864
17,0.8578095436096191,9.999999747378752e-05,0.35682010650634766,0.8871111273765564,0.28425613045692444
18,0.8537142872810364,9.999999747378752e-05,0.36026546359062195,0.8982222080230713,0.27353185415267944
19,0.8579047322273254,9.999999747378752e-05,0.35898762941360474,0.8479999899864197,0.36401239037513733
